CustomerId,Recency,Frequency,Monetary
CustomerId_2105,20,1,1000.0
CustomerId_2106,1,7,81000.0
CustomerId_2107,12,5,45500.0
CustomerId_2108,33,2,40500.0
CustomerId_2109,38,2,2000.0
CustomerId_2110,91,1,1000.0
CustomerId_2111,1,66,305968.0
CustomerId_2115,27,1,2000.0
CustomerId_2116,85,1,2000.0
CustomerId_2117,1,8,76000.0
CustomerId_2120,19,3,26000.0
CustomerId_2122,9,1,500.0
CustomerId_2123,39,3,3500.0
CustomerId_2126,1,11,11550.0
CustomerId_2127,1,5,20000.0
CustomerId_2130,12,16,106464.0
CustomerId_2133,36,6,65600.0
CustomerId_2134,33,13,96000.0
CustomerId_2135,4,70,176843.0
CustomerId_2136,61,1,1000.0
CustomerId_2137,6,32,200000.0
CustomerId_2138,5,10,96000.0
CustomerId_2139,54,1,1000.0
CustomerId_2140,1,7,76000.0
CustomerId_2141,64,1,10000.0
CustomerId_2142,34,18,171200.0
CustomerId_2143,55,1,500000.0
CustomerId_2144,55,2,20000.0
CustomerId_2145,1,11,106000.0
CustomerId_2147,2,1,10000.0
CustomerId_2148,71,2,22000.0
CustomerId_2149,12,6,51000.0
CustomerId_2150,19,16,25400.0
CustomerId_2151,51,1,6000.0
CustomerId_2152,29,1,1000.0
CustomerId_2153,33,1,500.0
CustomerId_2154,2,90,386400.0
CustomerId_2155,75,3,25000.0
CustomerId_2156,59,5,4100.0
CustomerId_2157,42,1,1000.0
CustomerId_2158,86,3,225000.0
CustomerId_2159,36,3,4000.0
CustomerId_2165,56,1,5000.0
CustomerId_2166,42,1,50000.0
CustomerId_2167,26,7,51000.0
CustomerId_2169,1,4,127000.0
CustomerId_2170,15,2,4000.0
CustomerId_2171,2,9,91500.0
CustomerId_2172,2,5,10075.0
CustomerId_2173,5,5,45000.0
CustomerId_2175,20,4,26000.0
CustomerId_2176,29,1,11000.0
CustomerId_2178,17,15,368000.0
CustomerId_2179,85,2,1000.0
CustomerId_2181,76,1,1000.0
CustomerId_2183,75,5,25000.0
CustomerId_2184,59,2,12000.0
CustomerId_2186,1,62,191543.0
CustomerId_2187,4,23,46000.0
CustomerId_2188,78,5,5000.0
CustomerId_2190,36,1,1000.0
CustomerId_2191,64,3,42000.0
CustomerId_2192,12,2,16000.0
CustomerId_2198,66,1,100000.0
CustomerId_2204,9,5,218200.0
CustomerId_2205,19,6,118000.0
CustomerId_2206,54,3,30000.0
CustomerId_2207,82,1,5000.0
CustomerId_2211,54,6,90000.0
CustomerId_2212,5,15,120000.0
CustomerId_2213,1,29,268125.0
CustomerId_2214,1,89,1914163.0
CustomerId_2215,42,2,120000.0
CustomerId_2216,2,192,2047468.0
CustomerId_2217,1,8,75000.0
CustomerId_2218,4,1,2000.0
CustomerId_2219,75,3,16750.0
CustomerId_2221,3,50,589900.0
CustomerId_2223,33,3,30000.0
CustomerId_2224,89,4,40700.0
CustomerId_2226,14,1,10000.0
CustomerId_2227,35,1,1000.0
CustomerId_2230,1,20,200000.0
CustomerId_2231,5,3,26000.0
CustomerId_2232,47,3,30000.0
CustomerId_2233,2,90,252200.0
CustomerId_2239,47,3,25000.0
CustomerId_2243,47,4,40000.0
CustomerId_2244,4,1,1000.0
CustomerId_2245,87,1,10000.0
CustomerId_2246,66,9,19000.0
CustomerId_2247,80,12,14100.0
CustomerId_2250,12,6,56000.0
CustomerId_2253,67,9,22500.0
CustomerId_2254,86,1,2000.0
CustomerId_2256,57,2,2000.0
CustomerId_2258,55,3,30000.0
CustomerId_2260,1,15,145000.0
CustomerId_2261,20,2,4000.0
CustomerId_2262,41,8,80000.0
CustomerId_2263,8,5,9400.0
CustomerId_2265,74,8,25000.0
CustomerId_2266,2,67,23774000.0
CustomerId_2267,43,13,137801.0
CustomerId_2268,34,1,500.0
CustomerId_2269,54,3,30000.0
CustomerId_2272,75,6,24000.0
CustomerId_2273,8,12,166000.0
CustomerId_2275,72,1,1000.0
CustomerId_2276,4,50,49300.0
CustomerId_2277,12,3,26000.0
CustomerId_2279,33,4,51000.0
CustomerId_2280,62,1,1000.0
CustomerId_2281,1,4,3000.0
CustomerId_2283,31,1,1000.0
CustomerId_2284,8,17,15700.0
CustomerId_2286,80,1,500.0
CustomerId_2287,54,7,117500.0
CustomerId_2288,1,42,388400.0
CustomerId_2289,1,15,76000.0
CustomerId_2290,90,3,25200.0
CustomerId_2291,75,2,1510.0
CustomerId_2292,45,3,3058000.0
CustomerId_2294,67,9,25220.0
CustomerId_2295,27,3,6000.0
CustomerId_2296,1,4,2000.0
CustomerId_2297,5,11,22500.0
CustomerId_2298,81,14,135500.0
CustomerId_2299,30,4,26500.0
CustomerId_2300,53,1,1000.0
CustomerId_2301,26,135,780958.0
CustomerId_2302,5,4,36000.0
CustomerId_2303,1,9,13100000.0
CustomerId_2305,12,1,10000.0
CustomerId_2306,3,41,204100.0
CustomerId_2307,6,4,2000.0
CustomerId_2308,2,83,155200.0
CustomerId_2309,30,1,10000.0
CustomerId_2310,20,6,51000.0
CustomerId_2311,51,7,7500.0
CustomerId_2313,5,5,46000.0
CustomerId_2315,5,19,126000.0
CustomerId_2317,90,1,1000.0
CustomerId_2321,23,15,44650.0
CustomerId_2322,4,3,21200.0
CustomerId_2323,16,10,32750.0
CustomerId_2324,64,74,544411.0
CustomerId_2325,16,11,730000.0
CustomerId_2326,16,6,19000.0
CustomerId_2327,47,2,15000.0
CustomerId_2328,6,3,26000.0
CustomerId_2329,5,24,343160.0
CustomerId_2330,20,3,26000.0
CustomerId_2332,36,9,51600.0
CustomerId_2333,38,1,1000.0
CustomerId_2334,47,2,15000.0
CustomerId_2335,61,1,5000.0
CustomerId_2336,55,2,15000.0
CustomerId_2338,5,5,46000.0
CustomerId_2340,26,4,3500.0
CustomerId_2341,66,2,3500.0
CustomerId_2342,26,1,500.0
CustomerId_2343,1,40,130350.0
CustomerId_2344,60,1,80000.0
CustomerId_2345,47,3,30000.0
CustomerId_2346,74,2,11750.0
CustomerId_2347,23,1,20000.0
CustomerId_2348,19,27,96800.0
CustomerId_2349,33,270,1138847.0
CustomerId_2352,6,4,26000.0
CustomerId_2353,9,47,6285200.0
CustomerId_2356,42,1,5000.0
CustomerId_2357,89,1,2000.0
CustomerId_2359,6,3,110000.0
CustomerId_2360,56,15,47365.0
CustomerId_2361,29,1,1000.0
CustomerId_2362,53,2,2000.0
CustomerId_2363,5,16,196400.0
CustomerId_2365,27,1,500.0
CustomerId_2366,69,6,1100000.0
CustomerId_2368,6,6,51000.0
CustomerId_2369,37,4,4700.0
CustomerId_2371,68,6,55000.0
CustomerId_2372,19,1,5000.0
CustomerId_2373,19,8,153300.0
CustomerId_2374,1,4,2500.0
CustomerId_2375,14,3,22000.0
CustomerId_2376,87,1,500.0
CustomerId_2381,66,6,7500.0
CustomerId_2384,2,4,30000.0
CustomerId_2386,45,1,1100.0
CustomerId_2388,84,2,105000.0
CustomerId_2389,53,1,1000.0
CustomerId_2391,5,3,26000.0
CustomerId_2393,34,14,189800.0
CustomerId_2396,43,2,3250.0
CustomerId_2397,72,1,500.0
CustomerId_2398,75,1,50000.0
CustomerId_2400,47,4,60000.0
CustomerId_2401,6,10,92650.0
CustomerId_2402,33,11,19000.0
CustomerId_2403,1,12,116500.0
CustomerId_2404,75,3,7000.0
CustomerId_2405,7,1,2000.0
CustomerId_2406,9,13,20000.0
CustomerId_2407,68,3,4000.0
CustomerId_2408,47,5,65000.0
CustomerId_2409,42,1,1000.0
CustomerId_2414,6,22,275210.0
CustomerId_2415,26,1,5000.0
CustomerId_2416,45,29,123000.0
CustomerId_2417,3,86,1180050.0
CustomerId_2419,33,9,121000.0
CustomerId_2420,89,14,7000.0
CustomerId_2422,6,8,7248.0
CustomerId_2423,13,2,34000.0
CustomerId_2424,8,24,53600.0
CustomerId_2425,5,25,215600.0
CustomerId_2426,65,3,4300.0
CustomerId_2427,2,50,505700.0
CustomerId_2428,4,2,1000.0
CustomerId_2431,13,3,26000.0
CustomerId_2432,50,2,53000.0
CustomerId_2433,5,20,266000.0
CustomerId_2434,1,3,19000.0
CustomerId_2435,1,6,66000.0
CustomerId_2436,57,1,2500.0
CustomerId_2437,54,9,91700.0
CustomerId_2438,47,6,60000.0
CustomerId_2440,5,5,40000.0
CustomerId_2441,1,18,29500.0
CustomerId_2443,62,2,2000.0
CustomerId_2444,36,1,1000.0
CustomerId_2445,25,48,17744972.0
CustomerId_2446,76,42,212100.0
CustomerId_2447,88,5,13000.0
CustomerId_2451,83,1,1000.0
CustomerId_2454,36,11,11130.0
CustomerId_2455,63,2,51000.0
CustomerId_2456,29,1,12000.0
CustomerId_2457,6,16,54400.0
CustomerId_2458,71,1,500.0
CustomerId_2459,24,215,840732.0
CustomerId_2461,52,6,5500.0
CustomerId_2462,6,3,26000.0
CustomerId_2463,85,4,7000.0
CustomerId_2465,54,1,1000.0
CustomerId_2468,71,2,1800.0
CustomerId_2469,6,21,151000.0
CustomerId_2470,37,2,20500.0
CustomerId_2471,2,2,1500.0
CustomerId_2474,6,8,51000.0
CustomerId_2477,41,181,638429.0
CustomerId_2480,16,1,10000.0
CustomerId_2481,5,4,26000.0
CustomerId_2482,67,3,2200.0
CustomerId_2485,19,1,5000.0
CustomerId_2488,1,2,80000.0
CustomerId_2489,4,1,10000.0
CustomerId_2490,32,1,5000.0
CustomerId_2491,5,66,376831.0
CustomerId_2492,47,3,30000.0
CustomerId_2493,6,1,1000.0
CustomerId_2494,25,1,5000.0
CustomerId_2495,47,4,4000.0
CustomerId_2496,36,2,30000.0
CustomerId_2497,62,2,280500.0
CustomerId_2498,6,4,18000.0
CustomerId_2501,13,4,135000.0
CustomerId_2503,46,1,1500.0
CustomerId_2504,20,4,26000.0
CustomerId_2505,27,3,7000.0
CustomerId_2506,12,6,51000.0
CustomerId_2508,13,10,76000.0
CustomerId_2512,87,1,1000.0
CustomerId_2513,47,3,30000.0
CustomerId_2514,21,11,10000.0
CustomerId_2515,14,7,14600.0
CustomerId_2519,12,20,36700.0
CustomerId_2520,14,9,25550.0
CustomerId_2522,57,1,1000.0
CustomerId_2523,83,3,4000.0
CustomerId_2525,59,1,20000.0
CustomerId_2526,27,1,1000.0
CustomerId_2527,38,4,4000.0
CustomerId_2528,19,318,1776078.0
CustomerId_2529,19,56,168000.0
CustomerId_2530,61,10,30000.0
CustomerId_2531,3,80,202900.0
CustomerId_2532,1,1,10000.0
CustomerId_2534,75,1,1000.0
CustomerId_2535,59,8,205600.0
CustomerId_2536,33,1,500.0
CustomerId_2537,12,10,91000.0
CustomerId_2538,55,2,15000.0
CustomerId_2539,5,6,46000.0
CustomerId_2541,1,1,1000.0
CustomerId_2543,55,2,15000.0
CustomerId_2544,27,97,184260.0
CustomerId_2545,11,5,7000.0
CustomerId_2546,1,66,152700.0
CustomerId_2548,47,19,45426.0
CustomerId_2549,12,5,31000.0
CustomerId_2550,20,9,61000.0
CustomerId_2552,85,6,11000.0
CustomerId_2554,56,3,106000.0
CustomerId_2555,82,3,42500.0
CustomerId_2556,88,1,50000.0
CustomerId_2557,14,2,1500.0
CustomerId_2558,67,1,500.0
CustomerId_2559,36,1,1000.0
CustomerId_2560,5,3,26000.0
CustomerId_2561,2,1,40000.0
CustomerId_2562,1,14,201600.0
CustomerId_2564,5,26,205000.0
CustomerId_2565,1,2,3000.0
CustomerId_2569,58,6,6800.0
CustomerId_2570,55,1,500.0
CustomerId_2571,17,7,13100.0
CustomerId_2572,5,2,20000.0
CustomerId_2574,8,37,122752.0
CustomerId_2577,83,7,130000.0
CustomerId_2579,26,1,1000.0
CustomerId_2580,65,5,24500.0
CustomerId_2582,61,4,50000.0
CustomerId_2584,21,2,143600.0
CustomerId_2587,1,2,31000.0
CustomerId_2588,55,100,423100.0
CustomerId_2589,69,8,101700.0
CustomerId_2591,41,1,10000.0
CustomerId_2592,6,4,50000.0
CustomerId_2594,35,3,1055000.0
CustomerId_2595,50,45,153000.0
CustomerId_2596,68,2,1400.0
CustomerId_2597,16,2,5000.0
CustomerId_2598,86,12,23000.0
CustomerId_2599,33,3,31000.0
CustomerId_2601,24,8,23000.0
CustomerId_2602,78,8,7500.0
CustomerId_2603,5,8,100700.0
CustomerId_2604,20,46,266880.0
CustomerId_2605,12,8,71000.0
CustomerId_2607,1,89,147300.0
CustomerId_2609,40,29,125900.0
CustomerId_2610,5,1,1000.0
CustomerId_2612,3,296,712200.0
CustomerId_2613,49,1,500.0
CustomerId_2614,34,5,46000.0
CustomerId_2615,35,10,30500.0
CustomerId_2616,3,2,3000.0
CustomerId_2617,12,7,71000.0
CustomerId_2618,54,3,30000.0
CustomerId_2619,27,1,500.0
CustomerId_2621,72,1,2000.0
CustomerId_2623,46,10,50300.0
CustomerId_2625,83,1,1000.0
CustomerId_2626,91,1,2000.0
CustomerId_2627,5,3,26000.0
CustomerId_2628,84,1,10000.0
CustomerId_2630,59,3,165000.0
CustomerId_2631,19,1,1000.0
CustomerId_2632,30,16,31685.0
CustomerId_2633,62,4,20180.0
CustomerId_2634,31,2,11500.0
CustomerId_2635,2,1,50.0
CustomerId_2636,23,1,82000.0
CustomerId_2637,55,4,50000.0
CustomerId_2638,5,3,26000.0
CustomerId_2639,17,3,7000.0
CustomerId_2641,4,6,56700.0
CustomerId_2642,24,12,11798.0
CustomerId_2643,6,118,646615.0
CustomerId_2644,1,7,4000.0
CustomerId_2645,89,1,1500.0
CustomerId_2647,27,43,50460.0
CustomerId_2648,24,1,500.0
CustomerId_2649,1,230,1225434.0
CustomerId_2651,15,26,69000.0
CustomerId_2652,65,2,2000.0
CustomerId_2653,35,4,46000.0
CustomerId_2654,71,7,7965.0
CustomerId_2655,6,1,1000.0
CustomerId_2656,21,3,315500.0
CustomerId_2659,11,38,113700.0
CustomerId_2662,2,74,1205688.0
CustomerId_2663,6,5,6000.0
CustomerId_2664,1,5,46000.0
CustomerId_2665,57,12,58900.0
CustomerId_2666,37,1,2500.0
CustomerId_2667,62,1,80000.0
CustomerId_2668,87,3,4500.0
CustomerId_2669,80,2,1000.0
CustomerId_2670,2,5,46000.0
CustomerId_2671,4,3,8500.0
CustomerId_2672,2,16,193145.0
CustomerId_2674,33,3,100500.0
CustomerId_2675,2,29,19450.0
CustomerId_2676,1,16,29800.0
CustomerId_2677,12,7,51000.0
CustomerId_2678,3,4,16000.0
CustomerId_2679,12,7,61000.0
CustomerId_2681,27,5,50000.0
CustomerId_2682,40,10,46000.0
CustomerId_2683,4,49,820000.0
CustomerId_2684,44,1,1000.0
CustomerId_2685,61,8,100700.0
CustomerId_2686,6,2,2000.0
CustomerId_2687,19,3,26000.0
CustomerId_2689,6,17,141000.0
CustomerId_2690,61,1,1000.0
CustomerId_2691,3,4,12000.0
CustomerId_2693,6,4,6000.0
CustomerId_2694,36,1,1000.0
CustomerId_2696,1,141,221040.0
CustomerId_2697,2,31,41540.0
CustomerId_2698,46,1,500.0
CustomerId_2700,5,4,38200.0
CustomerId_2701,1,15,86000.0
CustomerId_2703,42,1,500000.0
CustomerId_2704,6,18,126000.0
CustomerId_2705,60,1,160000.0
CustomerId_2706,7,82,176900.0
CustomerId_2707,79,3,4542.0
CustomerId_2708,22,2,1500.0
CustomerId_2709,75,8,8150.0
CustomerId_2710,2,105,724758.0
CustomerId_2712,24,1,500.0
CustomerId_2713,22,2,15000.0
CustomerId_2717,30,1,1000.0
CustomerId_2719,79,1,500.0
CustomerId_2720,55,3,30000.0
CustomerId_2722,46,2,40000.0
CustomerId_2723,81,2,5000.0
CustomerId_2724,38,1,20000.0
CustomerId_2727,13,2,6750.0
CustomerId_2728,1,356,1294747.0
CustomerId_2730,72,1,10000.0
CustomerId_2731,48,2,2000000.0
CustomerId_2732,38,1,1000.0
CustomerId_2733,12,6,51000.0
CustomerId_2734,54,2,26000.0
CustomerId_2735,2,12,12500.0
CustomerId_2736,32,5,64000.0
CustomerId_2737,1,8,76000.0
CustomerId_2738,5,17,66170.0
CustomerId_2739,2,34,380700.0
CustomerId_2740,47,2,5000.0
CustomerId_2741,51,1,1000.0
CustomerId_2742,81,1,1000.0
CustomerId_2743,24,53,190084.0
CustomerId_2745,54,18,86200.0
CustomerId_2746,6,12,51000.0
CustomerId_2747,69,11,130100.0
CustomerId_2749,4,11,55750.0
CustomerId_2750,2,20,65600.0
CustomerId_2751,39,1,15080.0
CustomerId_2753,68,32,405001.0
CustomerId_2754,82,1,500.0
CustomerId_2756,12,9,76000.0
CustomerId_2757,47,6,50000.0
CustomerId_2758,6,6,60000.0
CustomerId_2759,6,4,30000.0
CustomerId_2760,47,3,30000.0
CustomerId_2761,30,4,46500.0
CustomerId_2762,61,7,15500.0
CustomerId_2764,4,4,60000.0
CustomerId_2767,81,1,500.0
CustomerId_2769,56,1,5000.0
CustomerId_2771,29,1,1000.0
CustomerId_2772,5,38,76200.0
CustomerId_2773,2,19,40000.0
CustomerId_2774,16,133,685350.0
CustomerId_2775,22,12,150000.0
CustomerId_2776,52,11,255000.0
CustomerId_2777,33,3,31000.0
CustomerId_2778,12,3,26000.0
CustomerId_2782,6,33,198395.0
CustomerId_2783,55,6,17180.0
CustomerId_2785,47,3,30000.0
CustomerId_2786,40,3,8600.0
CustomerId_2787,29,23,25400.0
CustomerId_2788,40,1,20000.0
CustomerId_2790,58,2,2000.0
CustomerId_2791,31,1,2000.0
CustomerId_2793,1,61,202081.0
CustomerId_2794,20,3,26000.0
CustomerId_2796,71,1,1000.0
CustomerId_2797,18,14,251700.0
CustomerId_2798,4,29,34900.0
CustomerId_2799,83,1,1000.0
CustomerId_2800,12,6,51000.0
CustomerId_2801,47,3,25000.0
CustomerId_2802,4,38,111000.0
CustomerId_2803,25,5,6000.0
CustomerId_2804,16,1,10000.0
CustomerId_2806,68,2,1200.0
CustomerId_2807,69,19,160500.0
CustomerId_2808,2,6,13000.0
CustomerId_2809,6,45,131639.0
CustomerId_2810,57,4,325000.0
CustomerId_2811,69,1,4000.0
CustomerId_2812,16,2,25000.0
CustomerId_2815,7,34,40300.0
CustomerId_2816,2,125,244152.0
CustomerId_2818,8,69,187350.0
CustomerId_2820,15,9,155091.0
CustomerId_2822,17,8,162000.0
CustomerId_2824,47,3,30000.0
CustomerId_2825,14,2,10000.0
CustomerId_2826,46,1,14000.0
CustomerId_2827,10,1,10000.0
CustomerId_2828,1,9,101200.0
CustomerId_2829,60,4,24000.0
CustomerId_2831,61,9,40000.0
CustomerId_2832,62,1,80000.0
CustomerId_2833,44,1,10000.0
CustomerId_2835,6,6,612750.0
CustomerId_2836,5,14,91250.0
CustomerId_2838,22,29,41656.0
CustomerId_2839,19,2,4000.0
CustomerId_2840,65,1,2000.0
CustomerId_2841,20,1,500.0
CustomerId_2843,2,7,21300.0
CustomerId_2844,27,16,127500.0
CustomerId_2845,5,90,877700.0
CustomerId_2846,3,100,266400.0
CustomerId_2847,43,2,50000.0
CustomerId_2849,6,8,239000.0
CustomerId_2850,44,4,17000.0
CustomerId_2851,61,1,800.0
CustomerId_2852,1,77,684060.0
CustomerId_2853,48,3,6000.0
CustomerId_2854,5,14,21000.0
CustomerId_2855,12,8,66000.0
CustomerId_2857,1,24,35300.0
CustomerId_2858,6,18,111600.0
CustomerId_2859,10,98,315888.0
CustomerId_2860,84,2,2000.0
CustomerId_2862,17,14,87400.0
CustomerId_2864,19,4,26000.0
CustomerId_2865,41,1,1000.0
CustomerId_2866,1,23,80500.0
CustomerId_2868,52,2,1015.0
CustomerId_2869,8,1,1000.0
CustomerId_2870,4,1,5000.0
CustomerId_2871,26,10,18500.0
CustomerId_2872,54,3,30000.0
CustomerId_2874,18,1,1000.0
CustomerId_2875,33,1,10000.0
CustomerId_2876,10,259,1717369.0
CustomerId_2877,34,16,3900000.0
CustomerId_2878,6,6,51000.0
CustomerId_2879,1,16,19500.0
CustomerId_2880,61,1,10000.0
CustomerId_2881,6,2,6000.0
CustomerId_2883,1,57,353000.0
CustomerId_2884,9,6,4135.0
CustomerId_2885,32,3,95500.0
CustomerId_2886,6,14,93000.0
CustomerId_2887,13,2,10000.0
CustomerId_2888,6,3,26000.0
CustomerId_2889,45,48,2422500.0
CustomerId_2890,19,3,26000.0
CustomerId_2892,1,1,5000.0
CustomerId_2893,25,1,49850.0
CustomerId_2894,38,14,391000.0
CustomerId_2895,3,15,71500.0
CustomerId_2896,45,2,32000.0
CustomerId_2898,59,1,1000.0
CustomerId_2900,83,1,2000.0
CustomerId_2901,61,2,160000.0
CustomerId_2902,16,9,62710.0
CustomerId_2904,19,5,34000.0
CustomerId_2906,75,1,1000.0
CustomerId_2907,27,14,44575.0
CustomerId_2908,65,17,62300.0
CustomerId_2909,38,1,500.0
CustomerId_2910,10,4,5200.0
CustomerId_2911,17,42,58300.0
CustomerId_2912,7,1,5000.0
CustomerId_2913,1,14,55000.0
CustomerId_2914,32,6,140500.0
CustomerId_2915,25,5,146000.0
CustomerId_2917,19,23,228000.0
CustomerId_2918,23,3,7200.0
CustomerId_2919,5,3,26000.0
CustomerId_2920,43,1,500.0
CustomerId_2921,7,18,93200.0
CustomerId_2922,12,3,26000.0
CustomerId_2923,16,18,50200.0
CustomerId_2924,84,1,500.0
CustomerId_2925,85,1,5000.0
CustomerId_2926,7,17,49200.0
CustomerId_2927,83,1,5000.0
CustomerId_2928,76,1,10000.0
CustomerId_2930,5,3,26000.0
CustomerId_2931,43,2,1000.0
CustomerId_2932,1,20,53700.0
CustomerId_2933,61,11,1440000.0
CustomerId_2934,12,10,76100.0
CustomerId_2935,8,5,15600.0
CustomerId_2936,3,13,31800.0
CustomerId_2937,32,5,5000.0
CustomerId_2938,44,4,75200.0
CustomerId_2939,4,20,554048.0
CustomerId_2940,13,7,36000.0
CustomerId_2941,28,20,276500.0
CustomerId_2943,2,15,81500.0
CustomerId_2944,27,1,1000.0
CustomerId_2945,72,7,47000.0
CustomerId_2946,47,3,20000.0
CustomerId_2947,36,1,10000.0
CustomerId_2948,7,1,2000.0
CustomerId_2949,73,3,15000.0
CustomerId_2950,22,9,76000.0
CustomerId_2953,16,12,15205.0
CustomerId_2954,2,3,120000.0
CustomerId_2955,5,5,8000.0
CustomerId_2956,88,15,79000.0
CustomerId_2957,2,16,315500.0
CustomerId_2959,5,18,64100.0
CustomerId_2961,2,30,33600.0
CustomerId_2962,15,16,105500.0
CustomerId_2963,1,101,499616.0
CustomerId_2965,46,5,70000.0
CustomerId_2966,1,1,9000.0
CustomerId_2968,33,3,31000.0
CustomerId_2969,13,2,5000.0
CustomerId_2970,10,16,47600.0
CustomerId_2971,12,3,26000.0
CustomerId_2972,50,4,3500.0
CustomerId_2973,2,41,127950.0
CustomerId_2974,72,1,3000.0
CustomerId_2975,1,25,38200.0
CustomerId_2977,1,68,136194.0
CustomerId_2979,60,1,80000.0
CustomerId_2980,5,3,26000.0
CustomerId_2981,5,57,281273.0
CustomerId_2982,36,1,1000.0
CustomerId_2983,38,1,1500.0
CustomerId_2984,87,1,1000.0
CustomerId_2985,8,1,2000.0
CustomerId_2986,22,6,81700.0
CustomerId_2987,9,30,177800.0
CustomerId_2988,71,1,2000.0
CustomerId_2989,25,1,2000.0
CustomerId_2991,6,12,101000.0
CustomerId_2992,33,5,26000.0
CustomerId_2993,5,9,61500.0
CustomerId_2994,1,11,40000.0
CustomerId_2995,12,3,26000.0
CustomerId_2996,1,16,61690.0
CustomerId_2997,41,8,12000.0
CustomerId_3000,7,41,95600.0
CustomerId_3001,39,3,1500.0
CustomerId_3002,1,19,46000.0
CustomerId_3003,15,11,42300.0
CustomerId_3004,16,1,1000.0
CustomerId_3005,56,5,2500.0
CustomerId_3007,40,3,33000.0
CustomerId_3008,19,46,372111.0
CustomerId_3009,26,22,14500.0
CustomerId_3011,1,25,353000.0
CustomerId_3012,12,3,25000.0
CustomerId_3013,1,34,67215.0
CustomerId_3014,56,1,500.0
CustomerId_3015,2,1,1000.0
CustomerId_3016,9,1,120000.0
CustomerId_3020,89,2,1000.0
CustomerId_3022,5,66,927511.0
CustomerId_3026,75,4,7000.0
CustomerId_3027,35,2,101000.0
CustomerId_3030,1,88,802200.0
CustomerId_3031,49,6,6500.0
CustomerId_3032,41,1,500.0
CustomerId_3033,26,5,8000.0
CustomerId_3034,16,74,81900.0
CustomerId_3035,6,36,160400.0
CustomerId_3036,2,24,52200.0
CustomerId_3037,53,1,50000.0
CustomerId_3038,5,3,3000.0
CustomerId_3040,83,1,15000.0
CustomerId_3041,5,52,499600.0
CustomerId_3042,90,1,5000.0
CustomerId_3043,38,9,15000.0
CustomerId_3044,3,7,7565.0
CustomerId_3045,62,2,160000.0
CustomerId_3046,6,4,26000.0
CustomerId_3047,47,3,25000.0
CustomerId_3048,8,39,153900.0
CustomerId_3049,60,3,320000.0
CustomerId_3050,51,1,20000.0
CustomerId_3051,6,9,76000.0
CustomerId_3052,62,9,10890.0
CustomerId_3053,3,1,100000.0
CustomerId_3054,25,10,21000.0
CustomerId_3057,35,7,5500.0
CustomerId_3058,83,17,77000.0
CustomerId_3061,1,8,86000.0
CustomerId_3062,54,1,500.0
CustomerId_3063,60,7,330000.0
CustomerId_3064,1,13,126000.0
CustomerId_3066,1,359,1144060.0
CustomerId_3067,16,1,2000.0
CustomerId_3068,55,12,39010.0
CustomerId_3069,73,1,1000.0
CustomerId_3072,12,2,16000.0
CustomerId_3073,63,6,11000.0
CustomerId_3074,1,14,136000.0
CustomerId_3075,6,35,5318032.0
CustomerId_3076,1,2,2000.0
CustomerId_3077,5,14,126000.0
CustomerId_3078,1,310,2488800.0
CustomerId_3079,16,5,10000.0
CustomerId_3081,28,2,22000.0
CustomerId_3083,50,15,27500.0
CustomerId_3084,1,8,76000.0
CustomerId_3085,12,9,76000.0
CustomerId_3087,88,2,1800.0
CustomerId_3088,5,57,1127500.0
CustomerId_3089,69,12,271400.0
CustomerId_3090,36,4,2006200.0
CustomerId_3091,1,134,307000.0
CustomerId_3092,2,50,239796.0
CustomerId_3093,20,3,26000.0
CustomerId_3096,10,3,4000.0
CustomerId_3097,11,35,92267.0
CustomerId_3098,44,1,50000.0
CustomerId_3102,25,126,1715500.0
CustomerId_3103,7,41,1867000.0
CustomerId_3104,2,12,65500.0
CustomerId_3105,1,139,162455.0
CustomerId_3107,89,1,10000.0
CustomerId_3109,13,3,26000.0
CustomerId_3110,1,12,117000.0
CustomerId_3111,1,71,590990.0
CustomerId_3112,44,14,47000.0
CustomerId_3113,23,10,137500.0
CustomerId_3115,85,4,3000.0
CustomerId_3116,13,20,21300.0
CustomerId_3117,46,1,1000.0
CustomerId_3118,37,1,500.0
CustomerId_3120,1,36,114967.0
CustomerId_3121,2,42,112230.0
CustomerId_3123,2,32,46200.0
CustomerId_3124,1,53,182450.0
CustomerId_3125,82,6,16000.0
CustomerId_3126,51,11,85600.0
CustomerId_3127,19,6,45000.0
CustomerId_3128,76,1,20000.0
CustomerId_3130,2,2,5200.0
CustomerId_3133,28,4,151800.0
CustomerId_3135,12,7,75200.0
CustomerId_3137,12,6,51000.0
CustomerId_3138,22,1,500.0
CustomerId_3140,42,30,50000.0
CustomerId_3141,62,3,4000.0
CustomerId_3143,4,5,10000.0
CustomerId_3145,75,1,500.0
CustomerId_3147,20,4,26000.0
CustomerId_3148,70,1,5000.0
CustomerId_3149,26,1,1000.0
CustomerId_3150,5,36,48180.0
CustomerId_3151,23,1,1000.0
CustomerId_3152,15,1,1500.0
CustomerId_3153,21,18,35400.0
CustomerId_3156,24,18,94600.0
CustomerId_3158,52,1,1000.0
CustomerId_3159,32,4,22000.0
CustomerId_3160,53,2,40000.0
CustomerId_3162,1,4,13000.0
CustomerId_3163,3,27,100690.0
CustomerId_3164,1,16,141200.0
CustomerId_3165,14,12,111153.0
CustomerId_3166,88,1,1000.0
CustomerId_3167,21,4,16350.0
